happy new year! https://tco/bhopdpq7g6
i am in the white house working hard news reports concerning the shutdown and syria are mostly fake we are negotiating with the democrats on desperately needed border security (gangs drugs human trafficking &amp; more) but it could be a long stay on syria we were originally
rt @realdonaldtrump: our great country must have border security! https://tco/zgcyygmf3a
our great country must have border security! https://tco/zgcyygmf3a
wishing supreme court justice ruth bader ginsburg a full and speedy recovery!
some of the many bills that i am signing in the oval office right now cancelled my trip on air force one to florida while we wait to see if the democrats will help us to protect america’s southern border! https://tco/ws6lyhkckl
a design of our steel slat barrier which is totally effective while at the same time beautiful! https://tco/sgltxh0cu9
today it was my honor to sign into law hr 7213 the “countering weapons of mass destruction act of 2018” the act redesignates the @dhsgov domestic nuclear detection office as the countering weapons of mass destruction office read more: https://tco/xckyc8pgzf https://tco/ttvgxbww5n
today it was my great honor to sign the #firststepact - a monumental bi-partisan win for the american people! https://tco/isy6bt38ik
i’ve done more damage to isis than all recent presidentsnot even close!
the democrats now own the shutdown!
general anthony tata author “dark winter” i think the president is making the exact right move in syria all the geniuses who are protesting the withdrawal of troops from syria are the same geniuses who cooked the books on isis intelligence and gave rise to isis”
there has never been a president who has been tougher (but fair) on china or russia - never just look at the facts the fake news tries so hard to paint the opposite picture
thank you @stevedaines for being willing to go with the so-called nuclear option in order to win on desperately needed border security! have my total support
mitch use the nuclear option and get it done! our country is counting on you!
even president ronald reagan tried for 8 years to build a border wall or fence and was unable to do so others also have tried we will get it done one way or the other!
shutdown today if democrats do not vote for border security!
house republican vote 217-185
the democrats whose votes we need in the senate will probably vote against border security and the wall even though they know it is desperately needed if the dems vote no there will be a shutdown that will last for a very long time people don’t want open borders and crime!
no matter what happens today in the senate republican house members should be very proud of themselves they flew back to washington from all parts of the world in order to vote for border security and the wall not one democrat voted yes and we won big i am very proud of you!
on a border is only effective in conjunction with a wall properly designed and built walls work and the democrats are lying when they say they don’t in israel the wall is 999% successful will not be any different on our southern border! hundreds of $billions saved!
the democrats are trying to belittle the concept of a wall calling it old fashioned the fact is there is nothing else’s that will work and that has been true for thousands of years it’s like the wheel there is nothing better i know tech better than anyone &amp; technology
senator mitch mcconnell should fight for the wall and border security as hard as he fought for anything he will need democrat votes but as shown in the house good things happen if enough dems don’t vote it will be a democrat shutdown! house republicans were great yesterday!
soon to be speaker nancy pelosi said last week live from the oval office that the republicans didn’t have the votes for border security today the house republicans voted and won 217-185 nancy does not have to apologize all i want is great border security!
thank you to our great republican members of congress for your vote to fund border security and the wall the final numbers were 217-185 and many have said that the enthusiasm was greater than they have ever seen before so proud of you all now on to the senate!
equipment general mattis was a great help to me in getting allies and other countries to pay their share of military obligations a new secretary of defense will be named shortly i greatly thank jim for his service!
general jim mattis will be retiring with distinction at the end of february after having served my administration as secretary of defense for the past two years during jim’s tenure tremendous progress has been made especially with respect to the purchase of new fighting
democrats it is time to come together and put the safety of the american people before politics border security must become a #1 priority! https://tco/wck6upqgil
farm bill signing in 15 minutes! #emmys #tbt https://tco/ktss17xvin
so hard to believe that lindsey graham would be against saving soldier lives &amp; billions of $$$ why are we fighting for our enemy syria by staying &amp; killing isis for them russia iran &amp; other locals? time to focus on our country &amp; bring our youth back home where they belong!
congress just passed the criminal justice reform bill known as the #firststepact congratulations! this is a great bi-partisan achievement for everybody when both parties work together we can keep our country safer a wonderful thing for the usa!!
when i begrudgingly signed the omnibus bill i was promised the wall and border security by leadership would be done by end of year (now) it didn’t happen! we foolishly fight for border security for other countries - but not for our beloved usa not good!
rt @realdonaldtrump: after historic victories against isis it’s time to bring our great young people home! https://tco/xonjfzqftp
with so much talk about the wall people are losing sight of the great job being done on our southern border by border patrol ice and our great military remember the caravans? well they didn’t get through and none are forming or on their way border is tight fake news silent!
the democrats who know steel slats (wall) are necessary for border security are putting politics over country what they are just beginning to realize is that i will not sign any of their legislation including infrastructure unless it has perfect border security usa wins!
russia iran syria &amp; many others are not happy about the us leaving despite what the fake news says because now they will have to fight isis and others who they hate without us i am building by far the most powerful military in the world isis hits us they are doomed!
does the usa want to be the policeman of the middle east getting nothing but spending precious lives and trillions of dollars protecting others who in almost all cases do not appreciate what we are doing? do we want to be there forever? time for others to finally fight
getting out of syria was no surprise i’ve been campaigning on it for years and six months ago when i very publicly wanted to do it i agreed to stay longer russia iran syria &amp; others are the local enemy of isis we were doing there work time to come home &amp; rebuild #maga
“i’m proud of the president today to hear that he is declaring victory in syria” senator rand paul  “i couldn’t agree more with the presidents decision by definition this is the opposite of an obama decision senator mike lee
“trump gets no credit for what he’s done in the middle east”  @ingrahamangle  so true thank you laura!
col jim carafano on @ingrahamangle “trump has made the middle east a better place when trump came into office isis was running amuck in the middle east over a million refugees poured into western europe - none of that is happening today that’s all due to trump”
"rt @govmikehuckabee: it took a british court to reveal it but more shocking evidence of the real ""russian collusion"" and it wasn't about @…"
after historic victories against isis it’s time to bring our great young people home! https://tco/xonjfzqftp
in any event it goes on and on &amp; the new ag who is now being replaced by yet another ag (who openly campaigned on a get trump agenda) does little else but rant rave &amp; politic against me will never be treated fairly by these people - a total double standard of “justice”
sleazebag ag eric schneiderman who has since resigned over horrific women abuse when i wanted to close the foundation so as not to be in conflict with politics shady eric was head of new yorkers for clinton and refused to even look at the corrupt clinton foundation
the trump foundation has done great work and given away lots of money both mine and others to great charities over the years - with me taking no fees rent salaries etc now as usual i am getting slammed by cuomo and the dems in a long running civil lawsuit started by
we have defeated isis in syria my only reason for being there during the trump presidency
mexico is paying (indirectly) for the wall through the new usmca the replacement for nafta! far more money coming to the us because of the tremendous dangers at the border including large scale criminal and drug inflow the united states military will build the wall!
in our country so much money has been poured down the drain for so many years but when it comes to border security and the military the democrats fight to the death we won on the military which is being completely rebuilt one way or the other we will win on the wall!
in our country so much money has been poured down the drain for so many years but the democrats fight us like cats and dogs when it comes to spending on boarder security (including a wall) and the military we won on the military it is being completely rebuilt we will win
this will keep our communities safer and provide hope and a second chance to those who earn it in addition to everything else billions of dollars will be saved i look forward to signing this into law!
america is the greatest country in the world and my job is to fight for all citizens even those who have made mistakes congratulations to the senate on the bi-partisan passing of a historic criminal justice reform bill
it will be beautiful and at the same time give our country the security that our citizens deserve it will go up fast and save us billions of dollars a month once completed!
the democrats are saying loud and clear that they do not want to build a concrete wall - but we are not building a concrete wall we are building artistically designed steel slats so that you can easily see through it
congratulations to @marthamcsally on her appointment by governor @dougducey as the great new senator from arizona - i have no doubt she will do a fantastic job!
“president donald j trump’s commission on school safety examined ways to make our schools safe for all students and teachers” read more: https://tco/sj3t2b3ckw https://tco/m0iiesm2fj
rt @vp: today @potus trump will direct the @deptofdefense to establish a combatant command that will oversee all of our military activitie…
rt @flotus: merry christmas from president donald j trump and first lady melania trump @potus &amp; @flotus are seen saturday december 15 i…
michael isikoff was the first to report dossier allegations and now seriously doubts the dossier claims the whole russian collusion thing was a hoax but who is going to restore the good name of so many people whose reputations have been destroyed?
will never be proven and are likely false”  thank you to michael isikoff yahoo for honesty what this means is that the fisa warrants and the whole russian witch hunt is a fraud and a hoax which should be ended immediately also it was paid for by crooked hillary &amp; dnc!
russia dossier reporter now doubts dopey christopher steele’s claims! “when you get into the details of the steele dossier the specific allegations we have not seen the evidence to support them there’s good grounds to think that some of the more sensational allegations
illegal immigration costs the united states more than 200 billion dollars a year how was this allowed to happen?
facebook twitter and google are so biased toward the dems it is ridiculous! twitter in fact has made it much more difficult for people to join @realdonaldtrump they have removed many names &amp; greatly slowed the level and speed of increase they have acknowledged-done nothing!
i hope the people over at the fed will read today’s wall street journal editorial before they make yet another mistake also don’t let the market become any more illiquid than it already is stop with the 50 b’s feel the market don’t just go by meaningless numbers good luck!
good luck today in court to general michael flynn will be interesting to see what he has to say despite tremendous pressure being put on him about russian collusion in our great and obviously highly successful political campaign there was no collusion!
biggest outrage yet in the long winding and highly conflicted mueller witch hunt is the fact that 19000 demanded text messages between peter strzok and his fbi lover lisa page were purposely &amp; illegally deleted would have explained whole hoax which is now under protest!
today i am making good on my promise to defend our farmers &amp; ranchers from unjustified trade retaliation by foreign nations i have authorized secretary perdue to implement the 2nd round of market facilitation payments our economy is stronger than ever–we stand with our farmers!
rt @whitehouse: on december 17 1903 the first successful flight of wilbur and orville wright's handcrafted biplane ushered in the age of…
anytime you hear a democrat saying that you can have good border security without a wall write them off as just another politician following the party line time for us to save billions of dollars a year and have at the same time far greater safety and control!
it is incredible that with a very strong dollar and virtually no inflation the outside world blowing up around us paris is burning and china way down the fed is even considering yet another interest rate hike take the victory!
anytime you hear a democrat saying that you can have good boarder security without a wall write them off as just another politician following the party line time for us to save billions of dollars a year and have at the same time far greater safety and control!
the deductible which comes with obamacare is so high that it is practically not even useable! hurts families badly we have a chance working with the democrats to deliver great healthcare! a confirming supreme court decision will lead to great healthcare results for americans!
the russian witch hunt hoax started as the “insurance policy” long before i even got elected is very bad for our country they are entrapping people for misstatements lies or unrelated things that took place many years ago nothing to do with collusion a democrat scam!
a persecution of the president”  daniel henninger the wall street journal thank you people are starting to see and understand what this witch hunt is all about jeff sessions should be ashamed of himself for allowing this total hoax to get started in the first place!
“it looks here as though general flynn’s defenses are incidental to something larger which is for the prosecution to figure out if it can find a path to donald trump without quite knowing what that crime might be it stops looking like prosecution and more looking like
required television watching is last weeks @marthamaccallum interview with the wonderful wife of rod blagojevich and the @trish_regan interview with a jerome corsi if that doesn’t tell you something about what has been going on in our country nothing will very sad!
required television watching is last weeks @marthamaccallum interview with the wonderful wife of @rodblagojevich and the @trishregan interview with a jerome corsi if that doesn’t tell you something about what has been going on in our country nothing will very sad!
the democrats policy of child seperation on the border during the obama administration was far worse than the way we handle it now remember the 2014 picture of children in cages - the obama years however if you don’t separate far more people will come smugglers use the kids!
judge ken starr former solicitor generel &amp; independent counsel just stated that after two years “there is no evidence or proof of collusion” &amp; further that “there is no evidence that there was a campaign financing violation involving the president” thank you judge @foxnews
at the request of many i will be reviewing the case of a “us military hero” major matt golsteyn who is charged with murder he could face the death penalty from our own government after he admitted to killing a terrorist bomb maker while overseas @petehegseth @foxnews
remember michael cohen only became a “rat” after the fbi did something which was absolutely unthinkable &amp; unheard of until the witch hunt was illegally started they broke into an attorney’s office! why didn’t they break into the dnc to get the server or crooked’s office?
so where are all the missing text messages between fired fbi agents peter s and the lovely lisa page his lover just reported that they have been erased and wiped clean what an outrage as the totally compromised and conflicted witch hunt moves ever so slowly forward want them!
a real scandal is the one sided coverage hour by hour of networks like nbc &amp; democrat spin machines like saturday night live it is all nothing less than unfair news coverage and dem commercials should be tested in courts can’t be legal? only defame &amp; belittle! collusion?
wow 19000 texts between lisa page and her lover peter s of the fbi in charge of the russia hoax were just reported as being wiped clean and gone such a big story that will never be covered by the fake news witch hunt!
the pathetic and dishonest weekly standard run by failed prognosticator bill kristol (who like many others never had a clue) is flat broke and out of business too bad may it rest in peace!
never in the history of our country has the “press” been more dishonest than it is today stories that should be good are bad stories that should be bad are horrible many stories like with the real story on russia clinton &amp; the dnc seldom get reported too bad!
the trump administration will be announcing the new secretary of the interior next week
secretary of the interior @ryanzinke will be leaving the administration at the end of the year after having served for a period of almost two years ryan has accomplished much during his tenure and i want to thank him for his service to our nation
wow but not surprisingly obamacare was just ruled unconstitutional by a highly respected judge in texas great news for america!
as i predicted all along obamacare has been struck down as an unconstitutional disaster! now congress must pass a strong law that provides great healthcare and protects pre-existing conditions mitch and nancy get it done!
for the record there were many people who wanted to be the white house chief of staff mick m will do a great job!
i look forward to working with him in this new capacity as we continue to make america great again! john will be staying until the end of the year he is a great patriot and i want to personally thank him for his service!
i am pleased to announce that mick mulvaney director of the office of management &amp; budget will be named acting white house chief of staff replacing general john kelly who has served our country with distinction mick has done an outstanding job while in the administration
thank you to @tim_cook for agreeing to expand operations in the us and thereby creating thousands of jobs! https://tco/2zovxp9ntf
kim jong un sees it better than anyone and will fully take advantage of it for his people we are doing just fine!
many people have asked how we are doing in our negotiations with north korea - i always reply by saying we are in no hurry there is wonderful potential for great economic success for that country
china just announced that their economy is growing much slower than anticipated because of our trade war with them they have just suspended us tariff hikes us is doing very well china wants to make a big and very comprehensive deal it could happen and rather soon!
china just announce the there economy is growing much slower than anticipated because of our trade war with them they have just suspended us tariff hikes us is doing very well china wants to make a big and very comprehensive deal it could happen and rather soon!
let’s not do a shutdown democrats - do what’s right for the american people! https://tco/bzg07zkqqo
today it was my honor to welcome our nation’s newly elected governors to the @whitehouse! https://tco/lcpfiorglp
happy 382nd birthday @usnationalguard our entire nation is forever grateful for all you do 24/7/365 we love you! #guard382 https://tco/xlocxofvma
just did an interview with @harrisfaulkner on @foxnews airing now (1pme) enjoy!
she will probably be given a pass despite their terrible ratings congratulations to @richardgrenell our great ambassador to germany for having the courage to take this horrible issue on!
if it was a conservative that said what “crazed” mika brzezinski stated on her show yesterday using a certain horrible term that person would be banned permanently from television
witch hunt!
they gave general flynn a great deal because they were embarrassed by the way he was treated - the fbi said he didn’t lie and they overrode the fbi they want to scare everybody into making up stories that are not true by catching them in the smallest of misstatements sad!
guilty even on a civil basis those charges were just agreed to by him in order to embarrass the president and get a much reduced prison sentence which he did-including the fact that his family was temporarily let off the hook as a lawyer michael has great liability to me!
guilty even on a civil bases those charges were just agreed to by him in order to embarrass the president and get a much reduced prison sentence which he did-including the fact that his family was temporarily let off the hook as a lawyer michael has great liability to me!
stated that i did nothing wrong with respect to campaign finance laws if they even apply because this was not campaign finance cohen was guilty on many charges unrelated to me but he plead to two campaign charges which were not criminal and of which he probably was not
i never directed michael cohen to break the law he was a lawyer and he is supposed to know the law it is called “advice of counsel” and a lawyer has great liability if a mistake is made that is why they get paid despite that many campaign finance lawyers have strongly
i often stated “one way or the other mexico is going to pay for the wall” this has never changed our new deal with mexico (and canada) the usmca is so much better than the old very costly &amp; anti-usa nafta deal that just by the money we save mexico is paying for the wall!
@flotus melania will be interviewed by @seanhannity tonight on @foxnews at 9:00pme!
the democrats and president obama gave iran 150 billion dollars and got nothing but they can’t give 5 billion dollars for national security and a wall?
another very bad terror attack in france we are going to strengthen our borders even more chuck and nancy must give us the votes to get additional border security!
thanks to leader mcconnell for agreeing to bring a senate vote on criminal justice this week! these historic changes will make communities safer and save tremendous taxpayers dollars it brings much needed hope to many families during the holiday season
"“i don’t care what you think of the presidentit cannot bleed over to the fbicomey is confirming there is bias in the fbi” 
-chris swecker"
james comey just totally exposed his partisan stance by urging his fellow democrats to take back the white house in 2020 in other words he is and has been a democrat comey had no right heading the fbi at any time but especially after his mind exploded!
fake news has it purposely wrong many over ten are vying for and wanting the white house chief of staff position why wouldn’t someone want one of the truly great and meaningful jobs in washington please report news correctly thank you!
very productive conversations going on with china! watch for some important announcements!
great job by michael anton on @foxandfriends a true national security expert!
people do not yet realize how much of the wall including really effective renovation has already been built if the democrats do not give us the votes to secure our country the military will build the remaining sections of the wall they know how important it is!
i look forward to my meeting with chuck schumer &amp; nancy pelosi in 2006 democrats voted for a wall and they were right to do so today they no longer want border security they will fight it at all cost and nancy must get votes for speaker but the wall will get built
however for strictly political reasons and because they have been pulled so far left do not want border security they want open borders for anyone to come in this brings large scale crime and disease our southern border is now secure and will remain that way
ice border patrol and our military have done a fantastic job of securing our southern border a great wall would be however a far easier &amp; less expensive solution we have already built large new sections &amp; fully renovated others making them like new the democrats
despite the large caravans that were forming and heading to our country people have not been able to get through our newly built walls makeshift walls &amp; fences or border patrol officers &amp; military they are now staying in mexico or going back to their original countries
“former fbi director james comey under fire for his testimony acknowledging he knew that the democrats paid for that phony trump dossier” @loudobbs  details on tuesday night
